distance_km,weight_kg,vehicle_type,weather,delay,traffic_volume,delivery_hour,system_load
50.5,32.86,truck,rainy,no,298,1,1000 
172.3,13.79,truck,clear,no,261,2,12000 
198.9,27.37,ev van,stormy,no,408,3,20000 
86.4,33.1,ev bike,clear,no,408,3,10000 
216.8,15.65,scooter,clear,no,793,4,30000 
21.4,30.89,bike,rainy,no,793,4,1000 
219.2,8.76,ev bike,foggy,no,2643,5,150000 
32.6,30.39,van,stormy,no,2643,5,15000 
207.5,37.69,van,cold,no,2643,5,20000 
131.1,35.45,ev van,stormy,no,5593,6,70000 
46.4,4.13,bike,stormy,no,5593,6,50000 
7.3,13.91,bike,rainy,no,5593,6,30000 
253.8,47.66,ev bike,rainy,no,5593,6,10000 
264.0,14.26,ev van,stormy,yes,5722,7,70000 
111.6,4.94,ev bike,rainy,yes,5722,7,20000 
198.1,13.66,ev van,clear,no,5607,8,20000 
261.0,32.72,ev van,hot,no,5607,8,20000 
27.8,49.28,ev bike,cold,no,5607,8,100000 
152.3,40.5,ev van,cold,no,5607,8,30000 
128.0,32.42,van,hot,no,5492,9,150000 
65.4,25.37,ev bike,cold,no,5492,9,10000 
76.0,1.33,bike,hot,yes,5492,9,20000 
275.5,21.81,truck,clear,no,4542,10,15000 
208.8,14.1,scooter,foggy,no,4720,11,50000 
187.7,12.85,ev van,clear,no,4720,11,8000 
194.5,17.97,van,rainy,no,4982,12,80000 
124.6,46.32,scooter,cold,no,4982,12,30000 
236.5,21.26,truck,hot,yes,4982,12,25000 
224.0,12.79,bike,cold,no,5032,13,10000 
131.4,31.39,bike,foggy,no,5032,13,10000 
44.9,39.49,van,rainy,no,5032,13,10000 
30.1,5.97,truck,foggy,no,5212,14,10000 
238.7,25.81,truck,rainy,no,5212,14,10000 
211.1,39.72,bike,cold,yes,5661,15,20000 
135.5,11.75,ev bike,stormy,no,5661,15,150000 
41.7,27.97,bike,clear,no,5661,15,150000 
232.2,1.33,ev bike,rainy,yes,5812,16,20000 
108.4,17.23,bike,foggy,no,5855,17,170000 
233.2,23.35,bike,hot,no,5855,17,10000 
210.1,26.19,truck,cold,yes,4416,18,10000 
279.1,33.92,ev bike,rainy,no,4416,18,20000 
21.3,40.93,ev bike,hot,no,3118,19,10000 
193.4,35.8,truck,hot,yes,2877,20,10000 
238.0,1.23,scooter,hot,yes,2877,20,1000 
88.2,14.24,ev van,rainy,no,2498,21,160000 
221.3,44.63,bike,foggy,yes,1701,22,40000 
90.0,39.19,van,clear,yes,1028,23,50000 
190.9,46.65,ev bike,stormy,yes,578,0,20000 
204.5,19.11,truck,foggy,yes,354,1,10000 
268.6,42.34,ev bike,foggy,yes,272,2,1000 
285.3,28.83,ev bike,clear,no,370,3,20000 
297.1,26.18,ev van,cold,yes,809,4,10000 
208.5,48.54,truck,stormy,no,809,4,120000 
174.1,24.05,ev bike,rainy,yes,2641,5,10000 
205.2,28.19,bike,clear,no,4957,6,10000 
224.4,36.19,scooter,foggy,no,6036,7,85000 
244.9,34.83,bike,clear,yes,6036,7,10000 
88.0,12.14,scooter,rainy,yes,5309,8,10000 
213.0,14.1,bike,hot,yes,4438,10,20000 
58.4,2.3,ev bike,clear,no,4723,11,2 
31.8,21.85,van,stormy,no,4879,12,10000 
238.2,29.75,van,hot,no,5062,13,5000 
174.5,18.6,truck,stormy,no,5450,14,10000 
143.3,28.17,van,clear,no,5450,14,10000 
120.1,4.21,truck,rainy,no,5450,14,10000 
77.4,24.17,bike,rainy,no,5450,14,3500 
176.3,30.71,ev bike,cold,no,5888,15,2700 
26.5,35.2,ev van,hot,yes,5888,15,1 
209.3,30.24,bike,cold,no,5888,15,3 
146.8,18.36,bike,clear,no,5888,15,2 
189.5,44.41,bike,foggy,yes,5888,15,2 
10.4,41.55,truck,foggy,no,6473,16,1 
112.9,49.52,ev bike,hot,no,6473,16,1 
120.5,0.67,ev bike,clear,yes,6473,16,1 
173.8,3.23,ev bike,hot,no,6488,17,1 
270.7,33.32,truck,foggy,yes,6488,17,1 
215.3,27.73,ev bike,cold,no,6488,17,2 
242.0,15.23,scooter,rainy,no,5351,18,2 
227.9,3.54,ev bike,cold,no,5351,18,1 
59.5,3.06,scooter,cold,no,5351,18,4 
154.5,38.51,ev van,foggy,no,5351,18,1 
220.8,23.0,bike,cold,no,3500,19,3 
161.2,28.2,ev van,foggy,yes,3500,19,2 
284.9,14.76,van,stormy,yes,3500,19,1 
155.9,10.86,truck,cold,no,2856,20,1 
164.8,33.5,bike,rainy,no,2856,20,1 
36.8,5.67,scooter,foggy,no,2856,20,1 
24.7,47.66,ev van,clear,no,2587,21,1 
18.6,16.18,bike,stormy,yes,2587,21,1 
45.7,42.7,scooter,rainy,no,2587,21,3 
201.9,26.33,truck,clear,no,1979,22,3 
54.3,42.41,ev bike,cold,no,1284,23,1 
33.3,40.66,van,rainy,yes,665,0,3 
184.2,42.49,bike,hot,no,665,0,2 
257.6,14.39,bike,clear,no,665,0,2 
10.9,8.39,ev van,rainy,no,432,1,1 
152.3,35.01,scooter,clear,no,432,1,1 
58.3,15.38,truck,hot,yes,326,2,4 
274.4,15.8,ev van,foggy,yes,326,2,1 
126.1,12.09,van,cold,yes,326,2,3 
194.5,38.62,bike,stormy,yes,380,3,10 
131.0,41.66,ev bike,rainy,yes,380,3,1 
245.5,1.32,ev bike,hot,no,380,3,2 
148.3,46.62,truck,cold,no,380,3,1 
283.8,36.41,ev van,stormy,yes,705,4,200 
108.3,11.01,ev bike,hot,no,705,4,100 
216.7,34.71,ev bike,hot,yes,705,4,100 
27.5,28.6,van,clear,no,705,4,100 
49.5,45.9,bike,rainy,no,705,4,100 
159.4,34.66,ev bike,hot,no,2430,5,100 
78.5,21.57,ev van,hot,no,2430,5,100 
18.6,8.03,ev bike,rainy,no,2430,5,100 
75.1,39.81,truck,clear,no,2430,5,100 
82.0,48.56,ev bike,stormy,yes,5426,6,300 
187.3,39.79,scooter,rainy,yes,5426,6,100 
50.7,35.66,bike,clear,no,5426,6,100 
278.6,44.89,truck,foggy,no,6499,7,200 
86.8,35.72,ev van,rainy,no,6499,7,100 
289.1,48.46,bike,cold,no,5856,8,100 
127.6,23.54,bike,hot,no,5856,8,100 
219.9,36.7,ev bike,clear,no,5856,8,100 
203.8,29.18,van,cold,no,5234,9,200 
85.0,7.01,ev van,rainy,no,5234,9,200 
133.6,12.74,van,clear,no,5234,9,100 
69.6,18.65,truck,clear,no,4695,10,200 
265.5,12.16,bike,foggy,no,4695,10,100 
266.0,4.54,ev van,foggy,no,4695,10,100 
108.6,0.67,scooter,cold,no,4695,10,100 
123.2,19.69,van,rainy,no,5341,11,100 
91.5,8.18,truck,hot,no,5341,11,100 
90.4,49.17,ev van,clear,no,5341,11,100 
27.2,24.1,ev bike,hot,no,5341,11,100 
192.3,42.09,ev bike,foggy,no,5943,12,100 
230.7,24.59,bike,stormy,no,5943,12,200 
102.9,22.95,bike,foggy,no,5874,13,100 
151.0,36.41,ev bike,hot,no,5879,14,100 
7.6,44.72,ev van,stormy,no,5879,14,100 
189.4,15.57,truck,foggy,no,6060,15,100 
98.2,17.52,ev van,cold,no,6348,16,100 
45.2,39.94,scooter,clear,no,5955,17,100 
4.3,11.48,van,cold,yes,5341,18,100 
128.7,49.08,scooter,stormy,yes,4144,19,200 
201.3,38.39,ev bike,clear,no,3249,20,100 
72.8,19.45,ev bike,foggy,no,3017,21,100 
51.2,7.03,scooter,foggy,no,2765,22,100 
184.3,36.7,ev van,clear,no,1894,23,100 
178.5,21.49,bike,cold,no,1159,0,100 
92.2,31.78,ev bike,cold,no,822,1,100 
255.4,6.05,scooter,stormy,no,641,2,100 
179.5,3.02,ev bike,clear,yes,411,3,100 
244.8,12.17,van,foggy,yes,468,4,100 
277.2,19.29,scooter,hot,no,723,5,100 
202.9,11.53,bike,foggy,yes,1415,6,100 
88.4,15.55,truck,stormy,no,2191,7,100 
203.5,40.81,bike,cold,no,3185,8,100 
126.9,4.38,van,rainy,no,4076,9,200 
55.2,26.94,ev van,cold,no,4522,10,100 
53.1,19.52,ev van,cold,no,6012,11,100 
46.9,16.68,van,rainy,no,5975,12,100 
140.0,24.7,ev bike,cold,yes,5307,13,100 
178.7,47.02,ev bike,rainy,yes,4678,14,100 
292.4,37.37,truck,hot,yes,4405,15,100 
202.3,32.24,scooter,hot,no,4403,16,100 
70.4,47.88,ev bike,cold,no,4311,17,200 
250.7,18.3,bike,clear,no,4198,18,100 
295.2,37.22,truck,stormy,yes,3475,19,100 
124.5,8.89,ev bike,cold,yes,3078,20,100 
264.2,3.33,truck,clear,yes,2931,21,100 
223.5,27.05,van,clear,yes,2941,22,100 
95.5,37.96,van,clear,no,2240,23,100 
3.6,33.01,van,foggy,no,1564,0,300 
209.8,18.65,ev bike,stormy,yes,795,1,300 
289.6,45.72,ev van,hot,no,447,2,200 
41.5,17.76,ev bike,foggy,no,443,3,100 
274.6,19.84,scooter,cold,no,330,4,100 
62.9,7.63,bike,clear,no,453,5,100 
162.9,45.79,van,stormy,no,755,6,100 
166.2,4.5,ev van,foggy,no,953,7,100 
67.0,35.17,truck,stormy,no,1650,8,100 
8.2,13.95,scooter,stormy,no,2442,9,100 
52.9,18.1,bike,hot,no,3230,10,100 
117.8,12.13,scooter,hot,no,3575,11,100 
57.6,18.5,ev bike,cold,no,4139,12,200 
201.6,18.09,ev bike,foggy,yes,3892,13,300 
146.9,40.17,van,clear,no,3989,14,1000 
106.9,47.76,van,clear,no,4294,15,1000 
70.6,4.97,scooter,stormy,no,4521,16,200 
199.0,9.07,ev van,clear,no,4280,17,1000 
267.7,41.48,van,hot,no,3945,18,1000 
195.6,38.02,ev bike,clear,yes,3169,19,200 
123.3,31.01,van,cold,no,2772,20,1000 
9.3,14.84,truck,cold,no,2213,21,500 
237.3,11.28,truck,foggy,no,1570,22,100 
157.9,47.16,van,cold,no,1065,23,500 
20.6,12.58,ev van,cold,yes,530,0,100 
218.5,13.98,van,hot,no,331,1,600 
69.8,16.7,ev bike,stormy,no,270,2,200 
90.4,34.31,ev van,rainy,no,316,3,200 
195.7,27.92,van,foggy,yes,799,4,100 
57.4,36.98,scooter,foggy,yes,2513,5,1000 
97.2,30.75,ev van,cold,no,5503,6,100 
209.6,37.45,ev bike,stormy,no,6642,7,200 
95.3,43.62,ev bike,clear,no,6195,8,200 
28.4,27.39,ev van,clear,no,5246,9,200 
30.9,12.68,bike,cold,no,4460,10,200 
162.8,20.27,ev van,foggy,no,4580,11,100 
297.1,8.08,bike,stormy,yes,4771,12,100 
157.4,46.18,bike,cold,no,4836,13,200 
293.2,22.01,scooter,stormy,yes,5138,14,1000 
272.1,41.81,bike,foggy,yes,5606,15,1000 
263.3,47.06,bike,hot,no,6120,16,200 
134.7,18.1,bike,foggy,yes,5985,17,100 
170.0,6.57,van,cold,no,4418,18,500 
190.9,39.09,van,clear,no,3089,19,500 
3.6,29.71,van,cold,no,2636,20,500 
14.1,37.33,scooter,clear,no,2117,21,300 
287.9,19.24,ev van,foggy,yes,1437,22,300 
132.5,0.67,scooter,rainy,no,920,23,500 
250.9,39.8,van,hot,no,600,0,2000 
37.6,46.92,bike,foggy,yes,393,1,600 
78.1,43.69,scooter,hot,no,298,2,300 
16.7,38.11,scooter,stormy,no,352,3,200 
229.0,16.01,ev van,foggy,yes,762,4,2000 
78.3,13.96,scooter,hot,no,2519,5,200 
237.5,16.32,truck,rainy,yes,5478,6,200 
233.9,31.22,truck,rainy,no,6728,7,300 
31.8,36.96,bike,hot,no,5972,8,100 
86.4,22.1,van,cold,yes,5280,9,1000 
161.2,23.37,bike,stormy,no,4626,10,100 
242.2,29.54,scooter,cold,no,4947,11,100 
239.6,11.51,ev bike,rainy,yes,5125,12,2000 
162.2,48.48,truck,clear,no,5130,13,200 
208.9,14.01,van,cold,yes,5394,14,200 
281.8,48.98,scooter,hot,no,5837,15,200 
123.8,5.43,truck,foggy,yes,6222,16,200 
40.2,28.66,ev van,cold,no,5992,17,100 
41.7,42.69,ev van,cold,no,4578,18,100 
113.1,5.58,scooter,foggy,no,3246,19,100 
35.7,30.17,ev bike,clear,no,2834,20,2000 
264.4,6.21,scooter,stormy,yes,2578,21,200 
162.7,10.53,ev van,cold,no,1979,22,200 
231.0,6.71,van,stormy,no,1326,23,100 
297.1,18.49,ev bike,foggy,no,541,0,200 
121.8,13.12,truck,rainy,no,346,1,700 
240.8,46.26,ev bike,rainy,yes,265,2,200 
220.6,48.94,ev van,hot,no,338,3,1000 
77.0,14.04,bike,foggy,no,765,4,500 
35.6,39.16,ev van,stormy,no,2611,5,500 
4.0,38.97,van,stormy,no,5577,6,300 
248.2,16.83,bike,rainy,yes,6908,7,500 
294.0,11.49,van,rainy,yes,6079,8,300 
116.7,38.6,bike,hot,no,5309,9,200 
160.6,15.66,truck,stormy,no,4567,10,200 
59.6,0.67,van,hot,no,4804,11,300 
233.4,16.7,van,stormy,no,5041,12,100 
7.3,33.73,van,clear,no,5051,13,100 
41.3,14.7,truck,stormy,yes,5274,14,100 
281.9,15.41,ev bike,clear,no,5936,15,400 
92.2,8.73,van,foggy,no,6128,16,200 
162.6,11.76,bike,hot,no,5821,17,100 
134.1,36.11,truck,rainy,no,4040,18,100 
54.1,35.78,ev van,cold,no,2711,19,500 
212.2,43.37,van,hot,no,2690,20,2000 
271.2,24.43,bike,cold,no,2539,21,200 
170.5,24.13,ev van,stormy,no,1925,22,200 
80.3,23.85,van,foggy,no,1471,23,200 
255.0,15.44,van,clear,yes,716,0,100 
89.1,48.15,scooter,cold,no,453,1,100 
245.1,4.22,ev bike,stormy,no,324,2,200 
257.4,36.54,bike,hot,no,390,3,200 
255.4,24.0,truck,rainy,no,775,4,300 
216.6,46.24,van,rainy,no,2572,5,200 
287.8,2.47,van,foggy,yes,5595,6,100 
268.5,34.36,scooter,foggy,yes,6852,7,100 
280.2,22.03,ev bike,cold,yes,5892,8,100 
129.3,0.67,van,rainy,yes,5327,9,100 
73.5,21.27,ev van,rainy,yes,4756,10,200 
297.1,22.97,ev bike,clear,no,5073,11,200 
42.7,36.65,ev bike,foggy,no,5286,12,100 
175.2,32.85,van,clear,no,5189,13,200 
207.7,35.87,ev van,clear,no,5495,14,200 
107.6,37.02,truck,foggy,no,5713,15,100 
84.5,27.89,van,foggy,no,6317,16,100 
45.3,34.79,van,foggy,yes,6306,17,100 
13.2,26.57,ev van,cold,no,4867,18,100 
293.2,26.49,scooter,cold,no,3501,19,100 
132.0,44.85,ev van,stormy,no,3110,20,100 
87.7,1.49,scooter,cold,no,2727,21,400 
56.3,46.05,ev bike,cold,no,1825,22,200 
70.3,44.95,scooter,clear,no,1222,23,200 
158.2,36.15,ev van,stormy,yes,611,0,500 
74.1,41.88,ev van,foggy,yes,441,1,500 
82.3,2.16,ev bike,clear,no,331,2,200 
296.1,27.85,ev van,stormy,no,365,3,200 
178.2,19.55,truck,stormy,no,708,4,200 
31.6,30.58,ev van,stormy,yes,2379,5,100 
226.5,15.87,truck,rainy,no,5236,6,100 
24.5,35.61,bike,cold,no,6509,7,100 
96.3,26.51,van,foggy,no,5723,8,100 
102.4,4.43,bike,rainy,yes,5239,9,100 
208.3,37.33,truck,rainy,no,4723,10,100 
23.6,16.89,bike,rainy,no,5330,11,100 
174.0,38.04,scooter,clear,yes,5403,12,100 
158.9,33.43,ev van,cold,no,5446,13,100 
101.4,47.01,ev bike,rainy,no,5669,14,300 
145.0,36.97,van,hot,no,6093,15,100 
140.3,10.43,truck,foggy,no,6323,16,100 
292.3,13.49,truck,clear,no,5856,17,100 
201.7,45.45,van,hot,no,4987,18,300 
89.5,12.46,ev bike,hot,no,3681,19,200 
239.0,27.97,bike,hot,no,2902,20,200 
135.5,34.25,van,foggy,no,2929,21,200 
29.8,5.31,scooter,clear,no,2728,22,400 
43.2,8.6,ev bike,hot,no,1693,23,200 
170.4,30.88,truck,hot,yes,1166,0,100 
49.9,27.53,ev bike,cold,no,724,1,100 
250.1,1.71,van,clear,yes,568,2,1000 
49.4,35.75,scooter,cold,no,343,3,1000 
111.8,3.25,bike,clear,no,383,4,1000 
167.3,37.38,ev van,clear,yes,703,5,1000 
297.1,9.41,scooter,hot,no,1229,6,2000 
15.1,26.41,ev bike,hot,no,2057,7,2000 
190.2,31.83,van,foggy,no,3246,8,1000 
149.8,13.38,scooter,hot,no,4390,9,10000 
136.2,19.01,scooter,rainy,no,4573,10,2000 
72.2,27.69,ev bike,clear,no,4269,11,3000 
3.6,40.67,scooter,foggy,no,4833,12,2000 
242.5,31.32,scooter,cold,no,4442,13,4000 
226.3,15.83,ev bike,stormy,no,4397,14,2000 
34.3,19.0,truck,hot,no,4314,15,2000 
164.4,29.67,ev bike,stormy,no,4413,16,2000 
101.5,26.53,bike,stormy,no,4125,17,1000 
33.3,48.5,ev van,hot,no,4004,18,1000 
138.4,27.57,scooter,clear,yes,3404,19,2000 
3.6,15.21,bike,clear,no,2777,20,2000 
141.4,48.15,bike,clear,no,2579,21,2000 
43.5,49.52,scooter,clear,no,2552,22,2000 
106.5,13.62,van,hot,no,1952,23,2000 
113.6,32.81,bike,foggy,no,2125,0,2000 
22.7,0.67,truck,foggy,no,730,1,2000 
185.7,47.94,truck,cold,yes,730,1,1000 
153.9,44.71,ev bike,foggy,yes,345,2,1000 
198.4,14.03,bike,hot,yes,223,3,1000 
247.4,1.77,bike,stormy,no,488,5,1000 
97.9,8.92,scooter,rainy,no,710,6,2000 
152.3,44.84,van,foggy,no,1165,7,3000 
233.1,27.65,truck,rainy,no,2067,8,1000 
106.8,24.18,scooter,hot,yes,2067,8,2000 
167.1,37.73,van,foggy,no,2911,9,2000 
168.7,26.9,truck,stormy,no,3527,10,1000 
78.3,39.38,truck,cold,no,3765,11,1000 
160.4,41.06,truck,foggy,no,4063,12,1000 
73.6,13.03,truck,cold,no,4043,13,20000 
45.4,26.63,ev bike,rainy,no,4200,14,10000 
239.5,23.16,ev van,clear,no,4105,15,10000 
258.7,33.94,ev van,rainy,no,4015,16,10000 
241.0,20.68,van,foggy,yes,3620,17,10000 
185.8,19.65,scooter,clear,no,3652,18,20000 
23.3,44.54,scooter,foggy,no,2837,19,8000 
159.7,40.29,van,rainy,no,2446,20,2000 
285.6,48.14,truck,rainy,no,1950,21,15000 
271.9,5.96,truck,rainy,yes,1451,22,10000 
242.2,22.2,bike,foggy,no,999,23,10000 
208.6,40.89,ev van,rainy,yes,1720,0,10000 
152.1,37.72,bike,hot,no,1299,1,15000 
132.2,22.26,van,stormy,no,304,2,20000 
177.8,20.51,van,stormy,no,412,3,4000 
142.5,32.7,van,hot,no,753,4,10000 
124.4,36.51,scooter,foggy,yes,2562,5,5000 
179.9,39.62,truck,rainy,yes,5658,6,20000 
275.2,8.27,bike,hot,no,6877,7,20000 
66.4,22.41,ev bike,cold,no,5981,8,4000 
41.5,31.56,ev bike,foggy,yes,4999,9,20000 
48.1,38.8,ev bike,hot,no,4408,10,5000 
210.1,3.42,ev bike,stormy,no,4575,11,40000 
261.1,32.96,ev van,clear,yes,4710,12,10000 
230.2,5.68,bike,rainy,no,4648,13,10000 
121.8,19.36,ev van,hot,no,4968,14,5000 
170.0,11.6,truck,foggy,yes,6124,16,5000 
14.9,4.77,bike,rainy,yes,6134,17,10000 
139.9,8.36,ev van,stormy,no,4265,18,20000 
223.9,29.96,ev bike,stormy,no,2415,20,4000 
237.8,25.55,scooter,cold,no,1963,21,10000 
183.9,44.52,ev van,cold,no,1454,22,5000 
249.8,11.59,ev bike,clear,yes,938,23,40000 
104.2,4.08,van,foggy,no,537,0,15000 
27.3,20.6,bike,hot,no,313,1,10000 
155.3,38.18,ev bike,foggy,yes,256,2,5000 
297.1,5.42,ev van,foggy,no,356,3,20000 
267.3,0.67,scooter,hot,no,788,4,20000 
263.0,36.85,bike,hot,no,2565,5,5000 
182.2,4.15,scooter,cold,yes,5330,6,10000 
286.3,18.61,scooter,clear,no,6181,7,5000 
168.2,17.45,van,foggy,yes,6182,8,4000 
131.3,0.67,ev van,stormy,no,5720,9,5000 
197.9,49.24,ev van,cold,no,4612,10,5000 
166.6,31.2,ev bike,foggy,no,4666,12,10000 
209.7,12.46,scooter,clear,yes,5022,13,5000 
113.9,19.1,scooter,rainy,no,5490,14,10000 
292.0,33.35,bike,cold,yes,5973,15,20000 
282.8,39.36,ev bike,clear,no,6201,16,84000 
241.1,20.32,scooter,cold,no,5453,17,1000 
11.3,28.0,ev van,stormy,no,3921,18,1000 
79.7,17.06,truck,rainy,no,3921,18,15000 
280.7,1.11,van,foggy,yes,2835,19,1000 
243.6,12.25,ev van,foggy,no,2835,19,1000 
76.6,26.13,bike,cold,no,2450,20,30000 
172.1,14.69,van,hot,no,2450,20,1000 
9.0,5.43,scooter,hot,no,2078,21,10000 
248.8,44.88,scooter,clear,no,2078,21,28000 
148.8,35.59,ev van,clear,yes,2078,21,5000 
147.6,43.43,truck,cold,no,1671,22,10000 
42.8,19.57,bike,rainy,no,1671,22,6000 
11.2,36.08,bike,rainy,yes,1671,22,1000 
283.3,31.79,scooter,rainy,yes,1472,23,21000 
219.6,17.46,ev van,stormy,no,1472,23,2000 
79.3,17.1,bike,hot,yes,792,0,5000 
8.4,29.39,ev bike,rainy,no,792,0,30000 
191.1,0.79,bike,stormy,yes,792,0,15000 
260.8,4.75,van,hot,no,811,1,5000 
141.6,32.59,truck,foggy,no,811,1,2000 
200.2,38.81,bike,clear,no,671,2,1000 
286.1,3.5,van,rainy,yes,671,2,1000 
145.6,23.48,scooter,cold,no,671,2,2000 
243.9,36.64,bike,foggy,yes,671,2,1000 
104.8,20.3,bike,hot,no,474,3,1000 
4.7,6.31,bike,rainy,no,474,3,1000 
256.0,32.37,ev bike,cold,no,474,3,1000 
284.8,46.79,bike,rainy,no,790,4,1000 
18.3,45.04,truck,clear,no,790,4,1000 
195.2,43.48,bike,hot,no,2619,5,2000 
212.6,48.15,scooter,stormy,yes,2619,5,1000 
260.0,40.51,scooter,cold,no,5788,6,1000 
202.7,13.2,van,stormy,yes,5788,6,2000 
246.7,42.23,ev bike,hot,no,5788,6,2000 
220.4,39.23,van,stormy,yes,7088,7,30 
115.3,35.9,bike,clear,no,7088,7,40 
41.0,43.23,bike,foggy,no,6264,8,20 
268.5,0.67,scooter,cold,no,6264,8,30 
285.6,25.92,scooter,cold,no,5230,9,2 
8.1,39.49,truck,foggy,no,4567,10,1000 
211.6,15.57,van,cold,no,4769,11,1000 
30.3,9.08,ev bike,rainy,no,5011,12,1000 
212.8,7.15,scooter,rainy,no,4889,13,3000 
65.0,29.74,ev bike,hot,no,5367,14,50000 
293.3,25.79,bike,clear,no,5678,15,5000 
223.3,19.08,ev van,clear,no,5678,15,1000 
211.0,45.44,ev van,rainy,no,6267,16,200 
66.4,36.71,scooter,clear,no,6267,16,100 
72.3,26.97,scooter,stormy,no,6267,16,100 
167.1,39.01,bike,hot,no,6267,16,100 
49.0,19.46,ev van,stormy,no,6057,17,500 
95.9,24.06,bike,clear,no,6057,17,1000 
274.7,43.67,bike,cold,yes,4883,18,200 
137.0,41.82,bike,foggy,no,2927,19,1000 
103.1,32.72,scooter,rainy,no,2594,20,5000 
257.4,21.71,ev van,stormy,yes,2347,21,1 
200.8,38.25,bike,clear,no,1544,22,3 
135.9,37.26,truck,cold,no,1219,23,100 
231.3,19.62,truck,foggy,yes,783,0,100 
64.5,17.16,ev bike,rainy,no,357,1,300 
32.7,41.09,ev bike,hot,no,286,2,400 
87.5,42.43,ev van,rainy,yes,396,3,500 
95.5,7.72,truck,hot,no,791,4,400 
270.2,40.54,ev van,foggy,no,2681,5,100 
290.7,24.13,scooter,cold,yes,5614,6,100 
17.2,22.11,van,foggy,no,6834,7,1000 
267.5,16.77,ev bike,stormy,no,6280,8,300 
248.3,18.64,ev van,stormy,no,5460,9,30000 
57.6,39.84,bike,cold,no,4670,10,50000 
142.7,32.34,van,cold,no,5071,11,30000 
145.9,19.66,ev bike,foggy,no,5246,12,40000 
62.7,33.66,bike,hot,no,5039,13,10000 
115.2,23.74,van,rainy,yes,5411,14,12000 
49.2,23.88,truck,cold,no,5866,15,8000 
168.5,47.39,bike,stormy,no,6556,16,50000 
102.5,25.58,ev van,foggy,no,6204,17,1000 
139.1,36.06,van,cold,no,4688,18,1000 
149.1,32.22,ev bike,hot,no,3326,19,50000 
158.1,33.1,van,rainy,yes,3229,20,1000 
56.0,30.78,van,cold,no,2790,21,1000 
4.9,14.74,ev van,rainy,no,1946,22,10000 
172.4,47.01,ev van,clear,no,1181,23,10000 
91.8,13.19,truck,foggy,no,649,0,10000 
20.3,34.22,van,foggy,no,422,1,10000 
113.3,27.87,ev bike,clear,no,340,2,3000 
296.6,23.34,ev bike,stormy,yes,365,3,100 
185.8,11.26,ev van,foggy,yes,683,4,600 
217.2,35.81,scooter,stormy,yes,2471,5,2000 
253.3,3.67,bike,foggy,yes,5538,6,500 
203.3,43.13,scooter,stormy,no,6880,7,2000 
132.7,39.21,truck,clear,no,5906,8,4000 
260.5,37.68,scooter,hot,no,5234,9,1000 
92.2,2.02,ev bike,stormy,no,4719,10,700 
77.1,48.91,ev van,rainy,yes,5304,11,100 
78.7,5.3,scooter,clear,no,5487,12,1000 
105.4,17.67,ev van,cold,no,5532,13,4000 
233.4,24.09,truck,stormy,yes,5816,14,1000 
33.3,45.69,scooter,hot,no,5958,15,100 
157.5,37.1,scooter,foggy,no,6455,16,200 
180.5,14.8,bike,rainy,no,6154,17,100 
279.2,35.69,van,rainy,yes,5330,18,300 
115.8,10.0,bike,clear,no,3540,19,200 
143.8,24.78,bike,stormy,no,3193,20,1000 
206.8,7.63,ev bike,hot,no,2948,21,100 
50.5,6.51,van,clear,no,2496,22,700 
122.8,46.48,truck,clear,no,1707,23,1000 
10.5,33.6,scooter,clear,no,1090,0,500 
3.6,5.33,truck,foggy,no,735,1,2000 
127.9,19.73,van,stormy,no,537,2,1000 
245.0,43.36,bike,stormy,yes,371,3,4000 
115.8,13.1,truck,cold,no,397,4,1 
166.4,41.62,bike,cold,no,696,5,7 
141.9,3.28,ev bike,cold,no,1301,6,7 
129.5,13.8,ev van,rainy,no,1932,7,1 
184.0,29.87,ev bike,foggy,no,2952,8,1 
284.9,21.03,truck,hot,no,3529,9,100 
165.7,38.26,ev van,rainy,yes,3837,10,200 
254.8,40.78,scooter,cold,yes,4338,11,100 
101.2,3.43,ev bike,clear,no,4762,12,100 
84.3,17.04,scooter,foggy,no,4367,13,200 
24.7,44.74,bike,hot,no,4369,14,200 
175.5,32.0,scooter,clear,no,4536,15,1000 
221.3,16.7,truck,cold,no,4520,16,1000 
189.0,29.49,bike,clear,no,4677,17,500 
255.3,9.95,scooter,rainy,yes,4025,18,1000 
64.1,48.25,bike,foggy,no,3128,19,5000 
199.8,39.69,scooter,stormy,no,2905,20,2000 
149.2,16.94,ev bike,rainy,yes,2853,21,7000 
95.5,19.84,bike,stormy,no,3288,22,2000 
146.7,38.47,scooter,rainy,no,2239,23,5000 
216.7,30.89,bike,foggy,no,1381,0,2000 
267.3,27.32,van,foggy,yes,922,1,2000 
180.5,10.13,ev bike,rainy,yes,922,1,2000 
199.2,28.23,truck,stormy,yes,922,1,2000 
280.3,46.99,scooter,foggy,yes,922,1,50 
222.4,18.35,scooter,rainy,yes,626,2,100 
67.1,36.22,ev bike,foggy,no,626,2,150 
230.3,1.26,van,foggy,no,626,2,200 
39.4,39.49,van,foggy,yes,331,3,100 
41.1,35.29,ev van,stormy,no,331,3,1000 
285.3,4.38,ev bike,rainy,yes,331,3,10000 
34.5,47.3,scooter,stormy,no,331,3,20000 
248.7,49.36,ev bike,foggy,yes,304,4,1200 
203.1,33.91,ev bike,hot,no,304,4,800 
226.8,35.26,ev van,stormy,yes,304,4,2000 
